split,class,path,ok,error
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000300748.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000311300.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000301159.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000318396.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000317927.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000295757.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_ffpp_original_000321084.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000308988.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000315806.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000296377.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000299405.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000310800.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000308150.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000304785.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000297637.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000304837.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000319761.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000298320.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000298546.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000315669.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000298007.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000318033.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000299860.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000299947.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000315112.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000318869.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000301328.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000306063.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000317778.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000313026.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000303520.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000318385.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000303035.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000308358.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000312213.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000311282.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000313593.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000317201.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000314117.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000299705.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000305212.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000304108.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000297837.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000309603.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000296428.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_ffpp_original_000320735.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000319061.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000304345.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_ffpp_original_000320740.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000303890.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000295974.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000298066.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000297668.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000304288.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000297948.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000296768.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000309257.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000298061.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000316998.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000304724.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000306721.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000315641.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000303619.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000318379.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000300075.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000319948.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000320233.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000314992.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000304945.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000315008.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000312496.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000302517.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000298830.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000298916.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000313318.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000310383.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000313040.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000312630.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000314715.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000297514.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000298964.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000297725.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000312337.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000309665.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000299320.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000305247.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000302570.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000302504.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000318220.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000314001.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_cdfv2_real_000300333.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000312985.jpg,1,
val,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\real\val_real_dri_real_000302174.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000276430.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000282462.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000275488.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000269772.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000281823.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_faceshifter_000293780.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_neuraltextures_000295527.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_neuraltextures_000295351.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000285336.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000270510.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000268959.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000288672.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000285016.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_faceswap_000294697.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000267785.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000270358.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000291995.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_neuraltextures_000295113.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000275048.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000272752.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000280620.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000283216.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000283076.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000274307.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_neuraltextures_000295635.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000280444.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000269223.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000272697.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000279721.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000267371.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000280096.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000275993.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_face2face_000292995.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_face2face_000293030.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000282212.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000276650.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000281164.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000290128.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000291240.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_face2face_000292972.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000285514.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000288991.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000290843.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000283250.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000272375.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000273525.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000277025.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000274436.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000269218.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000286281.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000291411.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000285069.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000269299.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000291812.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000277579.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000269175.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000268945.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000286445.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000282926.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000283780.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_neuraltextures_000295244.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000284706.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000272461.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000269165.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000283943.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000269927.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_neuraltextures_000295199.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000273392.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000269547.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000286801.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000269528.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000289428.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_ffpp_neuraltextures_000295543.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000275010.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000280533.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000271231.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000285970.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000275370.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000286273.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000286784.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000268604.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000287598.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000269988.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000281040.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000288843.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000286428.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000285824.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000284433.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000277669.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000275847.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000273996.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000289248.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000290771.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000277598.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000275124.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000276006.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000280272.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_cdfv2_fake_000271591.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000289312.jpg,1,
val,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\val\fake\val_fake_dri_fake_000288454.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000019221.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000021797.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000019486.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000015494.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000014458.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000021814.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000024483.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000023530.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000015944.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000015506.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000023114.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000017798.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000022594.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018651.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016476.jpg,1,
